user_pseudo_id,session_id,session_start,session_end,session_duration_sec,event_count,event_types,platform,traffic_source,traffic_medium,device_category,operating_system,country,region
12344274.6654389720,1,2020-12-24T22:50:19.524301+00:00,2020-12-24T22:50:23.443740+00:00,3,4,"[""session_start"", ""page_view"", ""user_engagement"", ""first_visit""]",WEB,<Other>,referral,desktop,Web,Czechia,South Moravian Region
71796570.8728856988,1,2021-01-11T13:27:02.312445+00:00,2021-01-11T13:28:31.243267+00:00,88,13,"[""first_visit"", ""session_start"", ""scroll"", ""page_view"", ""user_engagement"", ""view_promotion"", ""view_item""]",WEB,google,cpc,desktop,Macintosh,Australia,(not set)
8167647.9753493937,1,2020-12-13T02:06:22.953535+00:00,2020-12-13T02:06:27.615954+00:00,4,4,"[""page_view"", ""user_engagement"", ""session_start"", ""first_visit""]",WEB,(direct),(none),desktop,Windows,United States,(not set)
5613670.0380389068,1,2021-01-21T19:58:04.504286+00:00,2021-01-21T19:58:10.236979+00:00,5,4,"[""first_visit"", ""page_view"", ""session_start""]",WEB,<Other>,referral,desktop,Web,United States,California
44395399.6914229789,1,2021-01-12T05:30:13.363941+00:00,2021-01-12T05:30:37.395918+00:00,24,6,"[""page_view"", ""view_promotion"", ""scroll"", ""session_start"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Windows,Germany,Berlin
3441304.1851518699,1,2020-11-28T10:17:25.356543+00:00,2020-11-28T10:22:44.907479+00:00,319,6,"[""view_item"", ""page_view"", ""scroll"", ""user_engagement"", ""first_visit"", ""session_start""]",WEB,(direct),(none),mobile,Web,United States,Ohio
7414320.1036414820,1,2020-11-22T04:17:09.613384+00:00,2020-11-22T04:17:27.394446+00:00,17,4,"[""page_view"", ""session_start"", ""first_visit"", ""user_engagement""]",WEB,<Other>,referral,desktop,Web,United States,Pennsylvania
30251851.5916061314,1,2021-01-05T04:39:41.077105+00:00,2021-01-05T04:39:46.727592+00:00,5,6,"[""first_visit"", ""user_engagement"", ""session_start"", ""scroll"", ""page_view""]",WEB,<Other>,referral,desktop,Macintosh,Taiwan,Taipei City
3162151.1911277675,1,2020-12-07T21:29:47.396266+00:00,2020-12-07T21:32:22.057483+00:00,154,16,"[""first_visit"", ""view_promotion"", ""session_start"", ""scroll"", ""page_view"", ""user_engagement""]",WEB,google,organic,desktop,Web,Saudi Arabia,Makkah Province
1420937838.0620276701,4,2021-01-29T13:19:54.303182+00:00,2021-01-29T13:19:59.306894+00:00,5,5,"[""user_engagement"", ""scroll"", ""page_view"", ""session_start""]",WEB,shop.googlemerchandisestore.com,referral,desktop,<Other>,India,Punjab
4077656.4919641707,1,2020-12-22T19:02:08.096567+00:00,2020-12-22T19:02:11.442387+00:00,3,4,"[""first_visit"", ""user_engagement"", ""session_start"", ""page_view""]",WEB,<Other>,<Other>,mobile,iOS,United States,Virginia
3694952.4184923709,1,2020-12-21T16:24:07.499984+00:00,2020-12-21T16:24:45.650533+00:00,38,8,"[""view_promotion"", ""user_engagement"", ""session_start"", ""page_view"", ""first_visit""]",WEB,google,organic,desktop,Web,Mexico,Mexico City
1275797.1936238018,1,2021-01-01T18:11:44.414532+00:00,2021-01-01T18:13:42.705447+00:00,118,10,"[""scroll"", ""first_visit"", ""page_view"", ""session_start"", ""user_engagement""]",WEB,<Other>,<Other>,desktop,Web,United States,Tennessee
84909949.9367202943,1,2020-11-16T09:21:51.739494+00:00,2020-11-16T09:24:40.282001+00:00,168,6,"[""session_start"", ""first_visit"", ""user_engagement"", ""page_view""]",WEB,(direct),(none),desktop,Web,United States,Texas
55825580.9078840689,1,2021-01-21T10:34:50.329042+00:00,2021-01-21T10:34:55.373588+00:00,5,5,"[""user_engagement"", ""session_start"", ""page_view"", ""first_visit""]",WEB,(direct),(none),desktop,Macintosh,India,Karnataka
4380669.3278649328,4,2020-11-06T00:20:17.711550+00:00,2020-11-06T00:20:17.711550+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,google,organic,mobile,Web,United States,District of Columbia
1421115.4433330025,1,2021-01-07T01:36:28.469806+00:00,2021-01-07T01:39:53.349956+00:00,204,21,"[""user_engagement"", ""page_view"", ""first_visit"", ""session_start"", ""select_item"", ""scroll"", ""view_item""]",WEB,<Other>,referral,desktop,Web,Mongolia,Ulaanbaatar
4430595.6288981912,1,2021-01-26T19:21:14.392153+00:00,2021-01-26T19:21:17.346905+00:00,2,5,"[""user_engagement"", ""page_view"", ""session_start"", ""first_visit""]",WEB,<Other>,referral,desktop,Macintosh,United States,California
1888740389.7541295469,1,2020-11-28T15:57:25.786023+00:00,2020-11-28T15:59:26.072038+00:00,120,5,"[""page_view"", ""user_engagement"", ""session_start"", ""scroll"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Windows,United States,Pennsylvania
787665432.5265970927,1,2020-12-22T00:17:30.757774+00:00,2020-12-22T00:18:46.192197+00:00,75,6,"[""first_visit"", ""session_start"", ""view_promotion"", ""user_engagement"", ""page_view"", ""scroll""]",WEB,google,organic,mobile,Web,Belgium,Flanders
8818796.3678877713,1,2021-01-21T01:51:30.390619+00:00,2021-01-21T01:51:50.598392+00:00,20,5,"[""first_visit"", ""session_start"", ""user_engagement"", ""page_view""]",WEB,google,organic,desktop,Web,United States,Indiana
43384495.4666690574,4,2020-12-01T05:40:23.946370+00:00,2020-12-01T05:40:37.006980+00:00,13,6,"[""session_start"", ""view_promotion"", ""user_engagement"", ""page_view""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,Canada,British Columbia
90522770.0867332242,1,2020-11-12T07:45:31.160818+00:00,2020-11-12T07:45:40.436541+00:00,9,5,"[""page_view"", ""first_visit"", ""session_start"", ""user_engagement"", ""view_promotion""]",WEB,<Other>,referral,desktop,<Other>,Taiwan,Tainan City
20241703.6265801435,1,2020-12-22T08:20:32.113657+00:00,2020-12-22T08:35:10.908311+00:00,878,49,"[""view_item"", ""first_visit"", ""user_engagement"", ""page_view"", ""view_promotion"", ""session_start"", ""select_item"", ""scroll""]",WEB,<Other>,referral,desktop,Web,Canada,Ontario
2342971.6074063060,4,2021-01-23T04:30:14.047252+00:00,2021-01-23T04:30:22.754075+00:00,8,5,"[""view_item"", ""select_item"", ""session_start"", ""page_view""]",WEB,<Other>,referral,mobile,Web,United States,California
28601302.0720113612,1,2020-12-25T05:33:04.938091+00:00,2020-12-25T05:33:26.822472+00:00,21,4,"[""session_start"", ""page_view"", ""user_engagement"", ""first_visit""]",WEB,google,organic,mobile,Android,France,Provence-Alpes-Cote d'Azur
1643795.2271280716,3,2021-01-12T04:17:46.217376+00:00,2021-01-12T04:18:31.964647+00:00,45,17,"[""session_start"", ""page_view"", ""view_item"", ""view_promotion"", ""user_engagement"", ""scroll""]",WEB,(direct),(none),mobile,iOS,United States,Virginia
20963733.0380333718,1,2020-11-29T23:52:07.640021+00:00,2020-11-29T23:52:11.866742+00:00,4,5,"[""first_visit"", ""page_view"", ""user_engagement"", ""scroll"", ""session_start""]",WEB,<Other>,<Other>,desktop,Windows,France,Auvergne-Rhone-Alpes
18235944.1049580593,1,2020-11-20T03:15:27.848901+00:00,2020-11-20T03:15:27.848901+00:00,0,3,"[""first_visit"", ""session_start"", ""page_view""]",WEB,(direct),(none),mobile,Web,United States,Florida
3813686.1428692434,1,2020-11-20T16:18:24.552409+00:00,2020-11-20T16:22:57.439926+00:00,272,17,"[""session_start"", ""page_view"", ""first_visit"", ""scroll"", ""user_engagement""]",WEB,google,organic,mobile,iOS,India,Maharashtra
6182098.4507528581,1,2020-12-13T05:20:34.825480+00:00,2020-12-13T05:21:17.455510+00:00,42,6,"[""user_engagement"", ""scroll"", ""first_visit"", ""session_start"", ""page_view"", ""view_promotion""]",WEB,google,organic,desktop,Macintosh,Philippines,Calabarzon
1023953.9842241768,5,2020-11-22T08:46:42.390197+00:00,2020-11-22T09:25:45.603701+00:00,2343,19,"[""user_engagement"", ""page_view"", ""view_promotion"", ""view_search_results"", ""scroll"", ""session_start"", ""view_item""]",WEB,(data deleted),(data deleted),desktop,Web,India,Tamil Nadu
8172799.0562027525,1,2020-12-25T05:24:37.329990+00:00,2020-12-25T05:26:07.096102+00:00,89,13,"[""scroll"", ""page_view"", ""select_promotion"", ""user_engagement"", ""first_visit"", ""session_start"", ""view_promotion""]",WEB,<Other>,<Other>,mobile,Web,Italy,Piedmont
35392003.3665307922,1,2020-11-06T04:54:04.198915+00:00,2020-11-06T04:54:26.573694+00:00,22,10,"[""session_start"", ""user_engagement"", ""view_item"", ""page_view"", ""first_visit"", ""view_promotion""]",WEB,google,organic,mobile,Web,United States,Pennsylvania
67211674.0764779123,1,2020-12-22T08:00:18.310731+00:00,2020-12-22T08:00:21.391245+00:00,3,4,"[""user_engagement"", ""first_visit"", ""page_view"", ""session_start""]",WEB,(direct),(none),mobile,iOS,Hong Kong,(not set)
41907369.9691230575,1,2020-11-19T23:41:01.749930+00:00,2020-11-19T23:41:07.839860+00:00,6,4,"[""user_engagement"", ""page_view"", ""session_start"", ""first_visit""]",WEB,(direct),(none),mobile,Web,United States,California
7687394.8608023492,6,2021-01-11T12:59:12.702795+00:00,2021-01-11T13:03:33.204614+00:00,260,41,"[""purchase"", ""add_shipping_info"", ""view_promotion"", ""begin_checkout"", ""page_view"", ""scroll"", ""view_item"", ""user_engagement"", ""session_start"", ""add_payment_info"", ""select_item""]",WEB,google,cpc,desktop,Macintosh,United States,Michigan
84927322.0384704603,1,2020-11-21T07:03:23.021718+00:00,2020-11-21T07:03:23.021718+00:00,0,3,"[""session_start"", ""first_visit"", ""page_view""]",WEB,(direct),(none),desktop,Macintosh,India,Tamil Nadu
7246869.5174540239,1,2021-01-17T01:28:59.889268+00:00,2021-01-17T01:29:09.374081+00:00,9,6,"[""first_visit"", ""page_view"", ""user_engagement"", ""session_start"", ""scroll""]",WEB,google,organic,mobile,Web,Hong Kong,(not set)
13511093.3359859458,1,2020-11-02T06:11:33.141170+00:00,2020-11-02T06:11:45.105630+00:00,11,7,"[""user_engagement"", ""page_view"", ""view_promotion"", ""first_visit"", ""session_start""]",WEB,<Other>,organic,desktop,Web,Australia,New South Wales
61281438.1815337540,2,2020-11-12T00:34:35.383982+00:00,2020-11-12T00:36:38.111054+00:00,122,10,"[""session_start"", ""user_engagement"", ""view_promotion"", ""page_view"", ""scroll""]",WEB,shop.googlemerchandisestore.com,referral,mobile,Android,Taiwan,Taiwan Province
51313541.4343035349,1,2020-12-06T08:33:17.843743+00:00,2020-12-06T08:36:38.763457+00:00,200,8,"[""page_view"", ""first_visit"", ""user_engagement"", ""session_start"", ""scroll""]",WEB,<Other>,<Other>,desktop,Windows,Canada,Ontario
64638441.3491216401,1,2021-01-07T13:52:49.598004+00:00,2021-01-07T13:53:09.864022+00:00,20,7,"[""view_item"", ""page_view"", ""scroll"", ""user_engagement"", ""first_visit"", ""session_start""]",WEB,<Other>,referral,mobile,iOS,Portugal,Porto District
71510396.6732566883,2,2020-11-26T03:13:50.653025+00:00,2020-11-26T03:15:26.521226+00:00,95,19,"[""view_promotion"", ""user_engagement"", ""page_view"", ""scroll"", ""view_item"", ""session_start""]",WEB,<Other>,referral,desktop,Web,India,Uttar Pradesh
5038548.0903540590,1,2021-01-25T11:44:27.501875+00:00,2021-01-25T11:44:28.786907+00:00,1,6,"[""page_view"", ""session_start"", ""first_visit"", ""scroll"", ""user_engagement""]",WEB,(direct),(none),desktop,<Other>,United States,Washington
57541029.8444730144,2,2020-12-19T06:16:57.891075+00:00,2020-12-19T06:17:05.690736+00:00,7,3,"[""user_engagement"", ""session_start""]",WEB,(direct),(none),mobile,Android,Poland,(not set)
8654548.0671982060,1,2020-12-07T07:39:45.716617+00:00,2020-12-07T07:39:45.716617+00:00,0,3,"[""session_start"", ""page_view"", ""first_visit""]",WEB,google,cpc,desktop,Macintosh,India,Bihar
8492460.3799820265,1,2021-01-05T18:58:30.141796+00:00,2021-01-05T18:58:36.058816+00:00,5,5,"[""session_start"", ""first_visit"", ""user_engagement"", ""page_view""]",WEB,(direct),(none),desktop,Windows,India,Gujarat
7269620.5581904912,1,2020-11-03T05:08:56.330444+00:00,2020-11-03T05:09:14.771706+00:00,18,8,"[""view_promotion"", ""scroll"", ""first_visit"", ""user_engagement"", ""session_start"", ""page_view""]",WEB,<Other>,<Other>,mobile,Android,Trinidad & Tobago,(not set)
73289645.3997872747,1,2021-01-12T03:42:58.396660+00:00,2021-01-12T04:05:41.046625+00:00,1362,6,"[""page_view"", ""first_visit"", ""session_start"", ""user_engagement"", ""view_item""]",WEB,(direct),(none),desktop,Web,Italy,Apulia
40088308.5963564888,1,2020-11-04T18:06:28.547998+00:00,2020-11-04T18:13:37.516228+00:00,428,13,"[""session_start"", ""view_item"", ""page_view"", ""scroll"", ""user_engagement""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,Poland,Lesser Poland Voivodeship
61122782.8556332320,1,2020-11-27T14:18:12.934970+00:00,2020-11-27T14:18:25.513607+00:00,12,5,"[""first_visit"", ""session_start"", ""user_engagement"", ""page_view"", ""scroll""]",WEB,<Other>,<Other>,mobile,Web,United States,Alabama
8271742.3671319105,1,2021-01-30T00:38:37.130843+00:00,2021-01-30T00:38:39.851171+00:00,2,6,"[""view_item"", ""session_start"", ""page_view"", ""first_visit"", ""user_engagement""]",WEB,google,organic,desktop,Windows,Germany,Bavaria
9199513.7693364375,1,2020-11-08T22:26:19.518812+00:00,2020-11-08T22:26:26.184794+00:00,6,5,"[""scroll"", ""first_visit"", ""user_engagement"", ""session_start"", ""page_view""]",WEB,google,organic,mobile,Android,India,Maharashtra
6112878.4769626769,1,2021-01-31T19:29:04.241758+00:00,2021-01-31T19:29:06.606193+00:00,2,5,"[""page_view"", ""session_start"", ""first_visit"", ""user_engagement""]",WEB,google,organic,desktop,Web,Singapore,(not set)
69610309.7277919097,1,2021-01-22T10:09:10.127106+00:00,2021-01-22T10:09:18.628267+00:00,8,9,"[""view_promotion"", ""session_start"", ""user_engagement"", ""first_visit"", ""page_view""]",WEB,google,cpc,desktop,<Other>,United States,Utah
1572194.4727022599,1,2020-11-29T16:40:57.850023+00:00,2020-11-29T16:41:00.111686+00:00,2,4,"[""session_start"", ""page_view"", ""first_visit"", ""view_item""]",WEB,google,organic,desktop,Web,Canada,Ontario
2483576500.7658669936,1,2021-01-28T11:39:58.712389+00:00,2021-01-28T11:40:50.495413+00:00,51,5,"[""scroll"", ""session_start"", ""page_view"", ""first_visit""]",WEB,(direct),(none),desktop,Web,United Kingdom,England
80721546.6137070098,1,2021-01-18T18:44:39.191316+00:00,2021-01-18T18:44:44.002366+00:00,4,5,"[""view_promotion"", ""session_start"", ""page_view"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Web,Chile,Santiago Metropolitan Region
72948428.7026715923,1,2021-01-15T21:00:37.666554+00:00,2021-01-15T21:01:16.109098+00:00,38,12,"[""page_view"", ""user_engagement"", ""first_visit"", ""view_promotion"", ""view_search_results"", ""session_start""]",WEB,(direct),(none),mobile,iOS,United States,Missouri
74384761.4503606079,1,2020-12-08T22:41:19.438251+00:00,2020-12-08T22:41:25.672172+00:00,6,5,"[""first_visit"", ""session_start"", ""view_promotion"", ""user_engagement"", ""page_view""]",WEB,google,organic,mobile,Android,Canada,Quebec
7305092233.9240391876,1,2021-01-30T12:53:13.603057+00:00,2021-01-30T13:08:13.893664+00:00,900,10,"[""scroll"", ""view_search_results"", ""page_view"", ""view_promotion"", ""session_start"", ""first_visit"", ""user_engagement""]",WEB,google,organic,desktop,Web,Netherlands,(not set)
2372583.3642070330,1,2020-12-05T18:26:30.773454+00:00,2020-12-05T18:39:22.871615+00:00,772,5,"[""user_engagement"", ""first_visit"", ""scroll"", ""page_view"", ""session_start""]",WEB,google,cpc,desktop,Macintosh,United States,Illinois
89869837.0474393502,3,2020-12-01T20:58:01.093831+00:00,2020-12-01T20:58:01.093831+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,(direct),(none),desktop,Web,United States,New York
13746028.5439862451,1,2021-01-27T03:32:58.987353+00:00,2021-01-27T03:33:20.186974+00:00,21,6,"[""user_engagement"", ""first_visit"", ""session_start"", ""page_view""]",WEB,<Other>,<Other>,desktop,Web,United States,Florida
57809894.1760804532,1,2020-11-12T01:52:33.481734+00:00,2020-11-12T01:52:48.073414+00:00,14,5,"[""first_visit"", ""view_promotion"", ""user_engagement"", ""session_start"", ""page_view""]",WEB,google,organic,mobile,iOS,Malaysia,Federal Territory of Kuala Lumpur
8084310.5844894147,1,2020-11-02T15:13:46.335410+00:00,2020-11-02T15:13:51.671169+00:00,5,4,"[""view_promotion"", ""first_visit"", ""page_view"", ""session_start""]",WEB,<Other>,referral,desktop,Web,United States,California
1621307.6840673262,1,2020-12-09T19:37:26.636397+00:00,2020-12-09T19:39:02.486743+00:00,95,13,"[""scroll"", ""user_engagement"", ""page_view"", ""view_promotion""]",WEB,shop.googlemerchandisestore.com,referral,mobile,iOS,Poland,Lodz Voivodeship
3378303.5539522062,1,2020-12-22T17:22:19.906870+00:00,2020-12-22T17:22:46.614108+00:00,26,8,"[""scroll"", ""page_view"", ""user_engagement"", ""first_visit"", ""session_start"", ""view_promotion""]",WEB,<Other>,referral,mobile,Web,Canada,Quebec
20629755.1000337279,1,2020-12-03T06:34:11.060098+00:00,2020-12-03T06:34:17.304616+00:00,6,5,"[""first_visit"", ""session_start"", ""page_view"", ""scroll"", ""user_engagement""]",WEB,google,cpc,desktop,Macintosh,United Kingdom,England
2630390.1787986871,2,2020-12-11T19:25:10.116468+00:00,2020-12-11T19:25:10.116468+00:00,0,2,"[""session_start"", ""page_view""]",WEB,google,organic,desktop,Web,United States,Nebraska
51073246.9054572524,1,2020-11-16T14:49:18.314855+00:00,2020-11-16T14:49:31.842437+00:00,13,5,"[""page_view"", ""session_start"", ""user_engagement"", ""first_visit"", ""scroll""]",WEB,google,organic,desktop,Web,Canada,Alberta
83240978.0883726269,4,2020-12-06T16:50:31.443514+00:00,2020-12-06T16:50:38.794567+00:00,7,4,"[""session_start"", ""scroll"", ""page_view"", ""user_engagement""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Windows,United States,Oregon
1639689.2090581467,1,2021-01-11T21:52:21.542480+00:00,2021-01-11T21:52:26.485854+00:00,4,5,"[""view_promotion"", ""session_start"", ""page_view"", ""first_visit""]",WEB,<Other>,<Other>,mobile,Android,United States,Michigan
82278218.6287017096,2,2020-12-17T13:32:15.797918+00:00,2020-12-17T13:32:15.797918+00:00,0,2,"[""session_start"", ""user_engagement""]",WEB,(direct),(none),mobile,Web,United States,Nevada
4198259.8769858448,1,2021-01-17T08:52:49.885414+00:00,2021-01-17T08:53:11.926343+00:00,22,8,"[""view_promotion"", ""first_visit"", ""session_start"", ""page_view"", ""user_engagement"", ""view_item""]",WEB,<Other>,<Other>,desktop,Windows,India,Chandigarh
55177392.1873174319,1,2021-01-08T20:02:40.097778+00:00,2021-01-08T20:02:45.677000+00:00,5,4,"[""session_start"", ""first_visit"", ""page_view""]",WEB,<Other>,referral,mobile,Android,India,Telangana
91293478.0679762858,1,2020-12-29T01:42:24.496350+00:00,2020-12-29T02:08:49.180467+00:00,1584,49,"[""first_visit"", ""scroll"", ""page_view"", ""view_item"", ""add_to_cart"", ""user_engagement"", ""session_start"", ""view_search_results"", ""view_promotion""]",WEB,<Other>,<Other>,tablet,Web,United States,South Carolina
26580782.4422420345,1,2021-01-16T20:11:48.273488+00:00,2021-01-16T20:11:50.517550+00:00,2,5,"[""first_visit"", ""user_engagement"", ""session_start"", ""page_view""]",WEB,(direct),(none),desktop,<Other>,United States,Illinois
12282046.4609787951,1,2020-12-05T15:15:37.787846+00:00,2020-12-05T15:15:42.207896+00:00,4,4,"[""session_start"", ""user_engagement"", ""page_view"", ""first_visit""]",WEB,<Other>,<Other>,mobile,Web,United States,California
8979501.7560438342,1,2021-01-05T13:40:39.146760+00:00,2021-01-05T13:43:35.932749+00:00,176,5,"[""scroll"", ""session_start"", ""page_view"", ""first_visit""]",WEB,google,organic,desktop,Web,United States,New York
2543629.6603478187,1,2020-12-19T16:45:00.301920+00:00,2020-12-19T16:45:00.301920+00:00,0,3,"[""page_view"", ""session_start"", ""first_visit""]",WEB,<Other>,referral,desktop,Web,Singapore,(not set)
20926512.2546557018,1,2020-12-08T23:11:07.284888+00:00,2020-12-08T23:11:07.284888+00:00,0,3,"[""session_start"", ""page_view"", ""first_visit""]",WEB,shop.googlemerchandisestore.com,referral,mobile,Web,Taiwan,Taiwan Province
1832901.6858372514,1,2021-01-14T04:10:22.076765+00:00,2021-01-14T04:10:27.712512+00:00,5,5,"[""first_visit"", ""session_start"", ""page_view"", ""view_promotion""]",WEB,<Other>,referral,desktop,<Other>,Canada,Alberta
14183381.2566604793,1,2020-11-18T17:35:10.755578+00:00,2020-11-18T17:36:01.536755+00:00,50,9,"[""scroll"", ""user_engagement"", ""first_visit"", ""view_promotion"", ""page_view"", ""session_start""]",WEB,<Other>,<Other>,desktop,Web,Poland,Silesian Voivodeship
6030007.4824818575,3,2020-11-05T21:54:59.846834+00:00,2020-11-05T21:54:59.849751+00:00,0,3,"[""page_view"", ""scroll"", ""session_start""]",WEB,(direct),(none),desktop,Web,India,Maharashtra
50052162.6428250984,1,2021-01-11T04:29:06.689211+00:00,2021-01-11T04:38:23.108775+00:00,556,36,"[""add_shipping_info"", ""begin_checkout"", ""scroll"", ""view_item"", ""session_start"", ""first_visit"", ""select_item"", ""view_promotion"", ""page_view"", ""user_engagement""]",WEB,(direct),(none),desktop,Web,United States,Arizona
3742127.0513262736,2,2020-11-27T17:24:13.047014+00:00,2020-11-27T17:24:32.119044+00:00,19,7,"[""scroll"", ""user_engagement"", ""view_promotion"", ""session_start"", ""page_view""]",WEB,(direct),(none),tablet,Web,Portugal,Porto District
28145589.0752701555,2,2021-01-22T11:47:52.711274+00:00,2021-01-22T11:54:14.975064+00:00,382,22,"[""view_search_results"", ""page_view"", ""user_engagement"", ""session_start"", ""scroll"", ""select_promotion"", ""view_promotion""]",WEB,google,organic,desktop,<Other>,United States,Rhode Island
69825957.2748177493,2,2020-11-13T14:27:19.504882+00:00,2020-11-13T14:31:21.294358+00:00,241,5,"[""scroll"", ""view_promotion"", ""session_start"", ""user_engagement"", ""page_view""]",WEB,google,organic,desktop,Web,United States,Arkansas
3456683.1950580935,1,2020-12-23T14:46:47.922400+00:00,2020-12-23T14:46:47.922400+00:00,0,3,"[""page_view"", ""first_visit"", ""session_start""]",WEB,google,organic,desktop,Web,United States,Texas
2884758.3083892680,1,2020-11-29T13:15:31.268255+00:00,2020-11-29T13:15:41.257281+00:00,9,7,"[""view_promotion"", ""first_visit"", ""user_engagement"", ""page_view"", ""scroll"", ""session_start""]",WEB,<Other>,<Other>,mobile,iOS,United States,Washington
19741720.4276120006,1,2020-11-10T14:34:03.495681+00:00,2020-11-10T14:44:48.893201+00:00,645,91,"[""session_start"", ""begin_checkout"", ""view_promotion"", ""add_shipping_info"", ""add_payment_info"", ""scroll"", ""page_view"", ""view_item"", ""user_engagement"", ""purchase""]",WEB,(direct),(none),desktop,Web,Japan,(not set)
12174342.2198928658,10,2020-12-01T13:15:45.780414+00:00,2020-12-01T13:15:45.780414+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,(data deleted),(data deleted),desktop,Windows,Turkey,Bursa
1964815.1572740426,1,2020-12-14T17:00:59.607066+00:00,2020-12-14T17:01:06.784077+00:00,7,5,"[""session_start"", ""first_visit"", ""view_promotion"", ""user_engagement"", ""page_view""]",WEB,(direct),(none),desktop,Web,Canada,Ontario
19088905.7860664427,5,2020-12-30T13:44:31.245210+00:00,2020-12-30T13:47:14.962073+00:00,163,21,"[""user_engagement"", ""view_promotion"", ""add_to_cart"", ""session_start"", ""view_item"", ""scroll"", ""page_view""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Web,United States,Montana
59598813.2921760924,1,2020-11-25T04:55:17.060686+00:00,2020-11-25T04:56:33.576683+00:00,76,5,"[""session_start"", ""user_engagement"", ""page_view"", ""first_visit"", ""view_promotion""]",WEB,shop.googlemerchandisestore.com,referral,desktop,Macintosh,Czechia,Central Bohemian Region
72850975.0905682248,3,2020-12-01T10:19:28.984383+00:00,2020-12-01T10:19:35.243654+00:00,6,5,"[""page_view"", ""session_start"", ""view_search_results"", ""user_engagement"", ""scroll""]",WEB,(data deleted),(data deleted),desktop,Web,United States,Texas
5107225669.7604664092,1,2020-11-15T16:49:57.170446+00:00,2020-11-15T16:50:25.644009+00:00,28,5,"[""page_view"", ""scroll"", ""user_engagement"", ""session_start"", ""first_visit""]",WEB,<Other>,<Other>,desktop,Windows,United States,California
23148914.0091578478,1,2020-11-30T19:30:10.296502+00:00,2020-11-30T19:30:15.783788+00:00,5,5,"[""first_visit"", ""session_start"", ""page_view"", ""user_engagement"", ""scroll""]",WEB,<Other>,<Other>,mobile,iOS,United States,Missouri
7388771.0129745904,1,2020-12-18T23:18:20.716617+00:00,2020-12-18T23:18:27.818971+00:00,7,4,"[""first_visit"", ""session_start"", ""user_engagement"", ""page_view""]",WEB,google,organic,desktop,Web,India,Delhi
15900546.1721846988,1,2020-11-10T00:54:50.547780+00:00,2020-11-10T00:55:29.206474+00:00,38,7,"[""view_promotion"", ""session_start"", ""user_engagement"", ""page_view"", ""scroll""]",WEB,(direct),(none),desktop,Web,United Kingdom,England
38480918.4402556772,1,2020-12-26T16:33:36.578430+00:00,2020-12-26T16:33:36.578430+00:00,0,3,"[""first_visit"", ""session_start"", ""page_view""]",WEB,google,organic,desktop,Web,Brazil,State of Sao Paulo
29337318.5069812379,5,2020-12-04T21:36:52.060205+00:00,2020-12-04T21:38:17.821540+00:00,85,7,"[""page_view"", ""scroll"", ""session_start"", ""user_engagement""]",WEB,(data deleted),(data deleted),desktop,Macintosh,United States,Missouri
4397437.7726788389,4,2020-12-13T11:51:12.156438+00:00,2020-12-13T11:51:12.156438+00:00,0,2,"[""user_engagement"", ""session_start""]",WEB,(data deleted),(data deleted),mobile,Web,Greece,(not set)
3150194.8904901723,1,2020-12-27T03:55:31.420931+00:00,2020-12-27T03:55:36.357405+00:00,4,4,"[""view_promotion"", ""first_visit"", ""page_view"", ""session_start""]",WEB,google,organic,desktop,Web,Brazil,State of Sao Paulo
12138944.9283586173,1,2020-11-14T21:43:54.972213+00:00,2020-11-14T21:44:01.491416+00:00,6,5,"[""scroll"", ""page_view"", ""user_engagement"", ""first_visit"", ""session_start""]",WEB,(direct),(none),mobile,iOS,India,Uttar Pradesh
5738978.4590313132,4,2020-11-10T17:49:08.607032+00:00,2020-11-10T17:49:32.247183+00:00,23,6,"[""session_start"", ""user_engagement"", ""page_view""]",WEB,google,organic,desktop,Windows,United States,California
1361631.0720850560,1,2020-12-13T08:45:17.945833+00:00,2020-12-13T08:45:20.019774+00:00,2,4,"[""page_view"", ""user_engagement"", ""first_visit"", ""session_start""]",WEB,(direct),(none),desktop,Web,South Korea,Seoul
7209357.8009905902,3,2020-12-10T21:42:40.094095+00:00,2020-12-10T22:12:11.563461+00:00,1771,8,"[""page_view"", ""view_promotion"", ""user_engagement"", ""session_start""]",WEB,(data deleted),(data deleted),tablet,Web,United States,Florida
89901844.4934163296,1,2020-11-03T05:35:19.836888+00:00,2020-11-03T05:36:49.278883+00:00,89,15,"[""scroll"", ""user_engagement"", ""session_start"", ""page_view"", ""view_promotion""]",WEB,(direct),(none),mobile,Web,Italy,Lazio
3517881.2998691551,1,2020-11-13T12:29:52.093745+00:00,2020-11-13T12:30:59.283610+00:00,67,8,"[""session_start"", ""page_view"", ""first_visit"", ""user_engagement"", ""scroll""]",WEB,google,organic,mobile,Web,Canada,Quebec
